original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
134,StdMoE-B,3,0.8183,0.2593,1687,220,2.311,87.3
59,StdMoE-B,3,0.4328,0.3607,2315,47,0.701,98.3
210,StdMoE-B,3,0.3875,0.3202,1932,1096,6.762,9.9
93,StdMoE-B,3,0.4389,0.2487,1292,309,5.061,31.8
52,StdMoE-B,3,0.1744,0.3225,2053,305,4.250,26.4
145,StdMoE-B,3,0.4475,0.5809,2777,118,3.166,87.9
68,StdMoE-B,3,0.2528,0.4166,1551,345,4.173,62.7
66,StdMoE-B,3,0.2413,0.4195,2982,1228,6.647,8.9
117,StdMoE-B,3,0.3300,0.4415,1041,139,2.774,87.7
125,StdMoE-B,3,0.1202,0.3066,1902,540,5.245,39.2
155,StdMoE-B,3,0.3586,0.3881,3656,763,5.603,20.9
56,StdMoE-B,3,0.3334,0.4436,3244,1546,6.972,7.1
235,StdMoE-B,3,0.3325,0.4626,2718,1123,6.422,14.6
94,StdMoE-B,3,0.1777,0.3999,3581,55,0.642,98.7
244,StdMoE-B,3,0.3192,0.4383,1475,795,6.340,15.9
172,StdMoE-B,3,0.2647,0.3656,5525,1757,6.610,11.2
119,StdMoE-B,3,0.3649,0.2651,1598,104,3.622,95.4
213,StdMoE-B,3,0.0719,0.3243,4189,1125,6.078,9.7
173,StdMoE-B,3,0.1209,0.4120,3750,69,1.374,98.9
41,StdMoE-B,3,0.3351,0.4148,17885,24,0.725,99.9
236,StdMoE-B,3,0.3487,0.4447,595,255,4.855,56.1
3,StdMoE-B,3,0.1422,0.4028,3754,20,0.387,99.7
130,StdMoE-B,3,0.3408,0.4587,7295,1283,3.194,4.1
174,StdMoE-B,3,0.1781,0.4286,2256,159,2.897,93.2
129,StdMoE-B,3,0.3557,0.4526,3472,1275,6.485,9.9
103,StdMoE-B,3,0.2866,0.3885,1562,537,5.489,25.5
140,StdMoE-B,3,0.2134,0.3169,2206,902,6.356,14.4
162,StdMoE-B,3,0.2426,0.3403,2566,507,4.079,64.6
48,StdMoE-B,3,0.3693,0.4484,19360,928,1.243,2.9
35,StdMoE-B,3,0.1997,0.3922,3247,27,0.446,99.4
83,StdMoE-B,3,0.3089,0.4412,3133,1318,6.740,10.2
49,StdMoE-B,3,0.3174,0.2637,2254,914,5.810,22.0
196,StdMoE-B,3,0.1063,0.4597,1319,416,5.307,32.2
90,StdMoE-B,3,0.3586,0.4759,1831,1095,6.721,12.4
96,StdMoE-B,3,0.5108,0.3083,2176,988,6.469,15.3
157,StdMoE-B,3,0.5777,0.2637,1306,62,1.331,95.6
181,StdMoE-B,3,0.1125,0.4048,3140,64,0.655,98.5
85,StdMoE-B,3,0.1684,0.4455,2033,289,3.364,80.3
10,StdMoE-B,3,0.1022,0.3526,1430,385,5.120,36.4
251,StdMoE-B,3,0.3801,0.2603,2464,105,1.472,96.1
153,StdMoE-B,3,0.3176,0.4306,2596,797,5.520,14.3
101,StdMoE-B,3,0.1838,0.4477,2922,712,4.871,11.1
50,StdMoE-B,3,0.2258,0.3171,4077,192,1.865,95.4
16,StdMoE-B,3,0.1523,0.4117,2964,388,3.744,44.9
88,StdMoE-B,3,0.5683,0.2410,2352,136,2.465,95.6
246,StdMoE-B,3,0.1282,0.3861,2107,725,5.908,24.3
11,StdMoE-B,3,0.2721,0.4107,2792,1395,6.709,10.1
114,StdMoE-B,3,0.3007,0.3198,3615,937,5.703,29.8
215,StdMoE-B,3,0.3357,0.4225,1658,459,5.121,42.2
100,StdMoE-B,3,0.2254,0.3805,3127,621,4.554,40.3
27,StdMoE-B,3,0.1626,0.3450,2042,280,4.342,60.5
78,StdMoE-B,3,0.2491,0.3680,3198,789,5.565,36.4
214,StdMoE-B,3,0.3669,0.4565,1281,770,6.389,19.5
207,StdMoE-B,3,0.2947,0.4218,1481,579,5.674,24.0
122,StdMoE-B,3,0.2050,0.4245,2692,395,3.934,23.8
67,StdMoE-B,3,0.3233,0.4297,3428,1160,6.433,13.0
204,StdMoE-B,3,0.3325,0.4388,2104,1026,6.428,19.5
38,StdMoE-B,3,0.1188,0.3935,1009,166,3.906,84.6
191,StdMoE-B,3,0.1140,0.3941,4225,88,2.259,97.5
184,StdMoE-B,3,0.3346,0.4634,3333,832,6.025,8.6
57,StdMoE-B,3,0.3538,0.4529,1707,1002,6.601,13.6
132,StdMoE-B,3,0.2091,0.4261,1295,283,4.423,57.4
62,StdMoE-B,3,0.1901,0.3196,2525,57,0.887,97.8
231,StdMoE-B,3,0.0968,0.3721,950,57,1.697,95.3
202,StdMoE-B,3,0.2151,0.3284,2996,1081,6.340,10.6
51,StdMoE-B,3,0.2665,0.4431,3761,1522,6.844,7.3
112,StdMoE-B,3,0.2857,0.4072,2381,627,4.371,62.3
237,StdMoE-B,3,0.2623,0.3079,2721,688,5.758,20.0
167,StdMoE-B,3,0.2352,0.3450,3932,987,5.456,9.1
92,StdMoE-B,3,0.3563,0.4565,275,218,5.271,15.6
0,StdMoE-B,3,0.3538,0.3962,2017,926,6.380,14.4
26,StdMoE-B,3,0.3424,0.4465,4213,1532,6.815,7.4
102,StdMoE-B,3,0.2203,0.4239,3078,1133,6.414,14.9
12,StdMoE-B,3,0.2587,0.3451,2089,325,4.882,25.3
71,StdMoE-B,3,0.1762,0.3644,1799,694,6.094,15.1
245,StdMoE-B,3,0.3216,0.3600,2450,184,2.749,93.1
46,StdMoE-B,3,0.4064,0.3541,2115,781,5.936,16.0
43,StdMoE-B,3,0.1116,0.3223,821,420,5.677,34.6
250,StdMoE-B,3,0.3578,0.4601,2146,1004,6.478,11.2
201,StdMoE-B,3,0.3529,0.4312,2815,1018,6.316,18.1
73,StdMoE-B,3,0.1656,0.4292,2876,781,5.948,17.8
133,StdMoE-B,3,0.2456,0.4237,4223,1825,7.032,6.0
255,StdMoE-B,3,0.2170,0.3508,1156,33,0.958,97.6
7,StdMoE-B,3,0.1440,0.4323,987,98,3.316,92.1
220,StdMoE-B,3,0.2010,0.3535,2931,485,3.504,15.9
131,StdMoE-B,3,0.2230,0.3037,1834,833,6.383,11.7
209,StdMoE-B,3,0.0937,0.3301,3735,204,2.893,91.5
170,StdMoE-B,3,0.3995,0.3056,1913,767,5.958,21.5
143,StdMoE-B,3,0.1403,0.4520,1358,436,5.242,43.9
205,StdMoE-B,3,0.1308,0.3753,3010,117,2.976,96.0
141,StdMoE-B,3,0.3393,0.4435,2791,1452,6.843,10.2
116,StdMoE-B,3,0.3355,0.3928,5067,32,0.529,99.4
149,StdMoE-B,3,0.2292,0.3974,65,38,3.405,44.6
239,StdMoE-B,3,0.3124,0.4182,46076,1397,0.998,0.8
97,StdMoE-B,3,0.1687,0.3984,3037,209,1.920,91.3
98,StdMoE-B,3,0.1579,0.4340,2555,591,4.870,16.8
254,StdMoE-B,3,0.1757,0.4097,2680,83,1.389,97.6
182,StdMoE-B,3,0.2078,0.3893,1603,386,4.643,40.0
75,StdMoE-B,3,0.1558,0.4221,1554,129,1.878,93.0
108,StdMoE-B,3,0.0769,0.3348,2507,209,3.427,87.2
234,StdMoE-B,3,0.1872,0.3324,3864,341,2.982,55.5
127,StdMoE-B,3,0.3571,0.4493,4175,1543,6.782,5.4
63,StdMoE-B,3,0.4120,0.2898,1849,600,5.755,16.1
4,StdMoE-B,3,0.3144,0.4425,416,52,1.345,88.0
160,StdMoE-B,3,0.1108,0.3922,133,37,3.054,78.2
227,StdMoE-B,3,0.2151,0.4014,58471,62,0.352,99.9
89,StdMoE-B,3,0.2542,0.4359,3556,1080,6.245,19.5
53,StdMoE-B,3,0.3638,0.4601,3276,1216,6.520,11.5
95,StdMoE-B,3,0.1436,0.4218,678,114,3.210,85.5
126,StdMoE-B,3,0.0670,0.3508,1390,100,2.518,95.1
15,StdMoE-B,3,0.1673,0.4448,2690,273,3.230,71.3
195,StdMoE-B,3,0.1693,0.4240,3574,351,3.653,38.1
151,StdMoE-B,3,0.1884,0.3538,2320,518,4.884,19.3
252,StdMoE-B,3,0.2447,0.3982,2036,350,4.123,67.5
164,StdMoE-B,3,0.7914,0.2521,2014,71,1.075,96.5
225,StdMoE-B,3,0.0799,0.3295,2504,962,6.321,12.7
158,StdMoE-B,3,0.3806,0.2853,1404,166,3.644,71.2
187,StdMoE-B,3,0.3739,0.4412,3119,1077,6.403,10.5
161,StdMoE-B,3,0.6903,0.2144,2048,180,2.973,89.1
137,StdMoE-B,3,0.2015,0.3703,3205,111,1.762,97.3
169,StdMoE-B,3,0.2722,0.3414,2406,159,2.545,93.2
135,StdMoE-B,3,0.4541,0.3488,1938,727,6.039,22.0
238,StdMoE-B,3,0.3669,0.4565,25,22,2.997,16.0
178,StdMoE-B,3,0.1130,0.3365,3501,772,5.729,11.9
99,StdMoE-B,3,0.1636,0.4229,1236,73,1.705,95.2
200,StdMoE-B,3,0.2061,0.3936,2526,998,6.373,13.0
208,StdMoE-B,3,0.3484,0.3055,2318,829,5.773,33.1
84,StdMoE-B,3,0.2742,0.2850,1616,367,5.099,37.6
192,StdMoE-B,3,0.0813,0.3381,2379,197,2.331,92.4
248,StdMoE-B,3,0.2735,0.3715,2207,13,0.420,99.6
22,StdMoE-B,3,0.3695,0.4565,1900,860,6.318,17.5
105,StdMoE-B,3,0.1683,0.3511,3591,1244,6.490,6.1
24,StdMoE-B,3,0.2407,0.4713,2731,1522,7.021,7.8
81,StdMoE-B,3,0.1715,0.4453,2643,407,4.335,13.5
185,StdMoE-B,3,0.1930,0.3858,4483,328,3.349,46.4
198,StdMoE-B,3,0.3383,0.4378,3109,970,5.939,13.8
91,StdMoE-B,3,0.1832,0.4291,1527,138,2.971,88.4
64,StdMoE-B,3,0.3736,0.4140,1993,431,4.621,16.8
82,StdMoE-B,3,0.2482,0.3093,2260,158,2.888,94.0
44,StdMoE-B,3,0.0884,0.3216,4527,345,3.606,19.7
8,StdMoE-B,3,0.1551,0.3959,4456,380,3.922,14.6
14,StdMoE-B,3,0.1212,0.3035,29138,209,0.662,97.8
179,StdMoE-B,3,0.1545,0.3854,3132,1401,6.816,8.0
36,StdMoE-B,3,0.3324,0.4759,4689,1701,6.906,6.4
104,StdMoE-B,3,0.2243,0.2926,4293,18,0.470,99.7
156,StdMoE-B,3,0.3316,0.4362,2480,1099,6.515,18.9
19,StdMoE-B,3,0.1705,0.4417,3834,166,2.777,93.9
109,StdMoE-B,3,0.2850,0.4348,2700,1266,6.765,9.3
183,StdMoE-B,3,0.1628,0.3742,2906,206,2.543,90.3
194,StdMoE-B,3,0.3442,0.4464,4884,261,0.869,94.6
217,StdMoE-B,3,0.8813,0.2308,3571,192,1.323,95.2
54,StdMoE-B,3,0.1728,0.4523,4367,246,3.381,53.5
39,StdMoE-B,3,0.1391,0.3627,1944,196,3.930,84.8
188,StdMoE-B,3,0.3101,0.4437,1555,390,5.055,44.1
229,StdMoE-B,3,0.3468,0.4474,1892,805,6.190,20.4
203,StdMoE-B,3,0.1618,0.3565,2412,1342,6.944,8.0
69,StdMoE-B,3,0.3341,0.4229,3127,1263,6.617,8.5
34,StdMoE-B,3,0.2752,0.3928,1038,244,4.379,73.8
17,StdMoE-B,3,0.3220,0.4224,1465,805,6.229,18.1
159,StdMoE-B,3,0.3399,0.4535,2265,1122,6.594,10.7
230,StdMoE-B,3,0.4260,0.2849,1829,202,2.797,89.1
9,StdMoE-B,3,0.2204,0.3084,7578,285,2.196,23.7
166,StdMoE-B,3,0.3187,0.3362,2123,674,5.717,17.7
190,StdMoE-B,3,0.1452,0.3654,4067,20,0.483,99.5
218,StdMoE-B,3,0.1648,0.3795,2466,514,4.069,68.7
79,StdMoE-B,3,0.0646,0.3302,2412,238,2.901,89.6
30,StdMoE-B,3,0.2058,0.4187,2461,693,5.860,16.1
206,StdMoE-B,3,0.1094,0.4092,413,46,2.057,90.6
72,StdMoE-B,3,0.3639,0.4156,1236,341,4.760,44.2
29,StdMoE-B,3,0.3802,0.4515,2506,798,6.008,19.5
2,StdMoE-B,3,0.2413,0.3641,1198,107,2.293,92.6
123,StdMoE-B,3,0.1779,0.4373,4068,1299,6.527,9.0
18,StdMoE-B,3,0.3859,0.3007,2267,134,1.836,94.7
5,StdMoE-B,3,0.6506,0.2548,1092,44,1.682,96.2
86,StdMoE-B,3,0.1657,0.3241,2750,1079,6.375,12.8
77,StdMoE-B,3,0.2153,0.4025,2242,449,4.571,49.5
20,StdMoE-B,3,0.1742,0.3794,2767,934,6.261,11.4
65,StdMoE-B,3,0.1191,0.4159,1848,49,1.194,98.1
124,StdMoE-B,3,0.1145,0.3801,1657,135,3.630,91.4
106,StdMoE-B,3,0.1032,0.2771,1868,259,4.057,49.9
139,StdMoE-B,3,0.2990,0.4477,4686,1936,7.085,6.4
